,Open price,Close price,Daily volatility,Max drawdown
BTC-USD,95104.9375,90072.7265625,0.02216682796866541,-0.3214698048461442
ETH-USD,3277.53515625,3053.706298828125,0.03953299427893929,-0.6007838805465937
BNB-USD,648.7047119140625,866.7039794921875,0.027596766970684174,-0.3684961609111701
SOL-USD,180.16891479492188,126.8541259765625,0.04541756722811902,-0.5970814063900632
